open,high,low,close,volume,datetime,symbol,SMA_10,SMA_20,SMA_50,%Year,%6Month,%3Month,%1Month,$Volume,adr_percent,atr,str_dev,lower_band,upper_band,lower_channel,upper_channel,sector,industry,%Year_rank,%6Month_rank,%3Month_rank,%1Month_rank,composite_score,sector_rank
260.015,272.0,252.56,270.14,1204981.0,2026-05-22,GNRC,258.494,258.464,226.1846,116.89,92.65,14.87,22.27,315705022.0,4.12,10.30272,13.648786489339122,231.16642702132177,285.76157297867826,243.00992,273.91808,Consumer Discretionary,Metal Fabrications,6.0,4.0,9.0,2.0,5.25,160.0
194.35,194.98,189.34,194.05,9630943.0,2026-05-22,GLW,191.774,181.2775,163.6432,292.42,148.69,28.01,10.32,1849141056.0,6.84,11.968985,18.07545031105422,145.12659937789158,217.42840062210843,163.3240225,199.2309775,Industrials,Telecommunications Equipment,6.0,7.0,12.0,12.0,9.25,176.0
21.81,23.84,21.81,22.12,351017.0,2026-05-22,GHRS,21.884,21.4095,18.1615,75.97,58.11,44.67,9.23,8073391.0,6.72,1.3874749999999998,0.838905772263375,19.73168845547325,23.087311544526752,19.3282875,23.4907125,Health Care,Biotechnology: Pharmaceutical Preparations,102.0,41.0,35.0,41.0,54.75,286.0
119.06,120.15,116.81,118.95,2819648.0,2026-05-22,GH,105.578,97.7285,91.8158,211.47,18.59,24.69,33.79,332718464.0,6.37,5.956065000000001,11.238406084307156,75.25168783138568,120.20531216861431,88.79440249999999,106.6625975,Health Care,Medical Specialities,3.0,14.0,10.0,7.0,8.5,83.0
85.675,89.9,85.06,85.64,11819764.0,2026-05-22,GFS,74.566,71.5765,57.8307,133.1,165.63,79.84,38.6,1028319468.0,5.69,3.965535,6.49630686580755,58.583886268384894,84.56911373161509,65.6281975,77.52480249999999,Technology,Semiconductors,47.0,27.0,26.0,24.0,31.0,183.0
23.08,23.82,23.08,23.52,1293358.0,2026-05-22,GEO,22.899,21.3775,19.0866,-12.66,58.17,70.31,24.91,29747234.0,4.2,0.8717650000000001,1.9413204269259128,17.494859146148173,25.26014085385183,20.0698525,22.685147500000003,Consumer Discretionary,Homebuilding,21.0,2.0,1.0,1.0,6.25,201.0
4.93,5.45,4.9,5.35,9201989.0,2026-05-22,GENI,4.74,4.575,4.5438,-46.77,-38.51,-8.39,19.69,46009945.0,7.77,0.34056,0.3590411206474103,3.85691775870518,5.293082241294821,4.06416,5.08584,Consumer Discretionary,Services-Misc. Amusement & Recreation,27.0,31.0,30.0,6.0,23.5,546.0
7.08,7.255,7.065,7.13,1727372.0,2026-05-22,GDYN,6.765,6.4897,6.0523,-43.55,-12.08,10.54,24.65,12091604.0,7.55,0.4603199999999999,0.5362503220462925,5.417199355907415,7.562200644092585,5.79922,7.18018,Technology,Computer Software: Prepackaged Software,107.0,65.0,57.0,22.0,62.75,330.0
19.92,20.25,19.7,19.83,1441502.0,2026-05-22,FUN,19.807,19.6165,18.7418,-42.57,54.56,19.03,8.48,28830040.0,7.13,1.372245,1.2931978926188548,17.03010421476229,22.202895785237708,17.5581325,21.6748675,Consumer Discretionary,Services-Misc. Amusement & Recreation,26.0,7.0,7.0,14.0,13.5,414.0
20.9,22.24,19.83,19.92,427448.0,2026-05-22,FTK,19.006,17.8985,17.027,33.87,37.38,20.22,18.93,8976408.0,6.51,1.1261899999999998,1.6665131420518944,14.56547371589621,21.231526284103783,16.209215,19.587785,Industrials,Major Chemicals,20.0,22.0,15.0,4.0,15.25,250.0
247.5,258.0,246.36,252.13,1192444.0,2026-05-22,FTAI,246.92,249.053,246.6697,113.24,60.07,-17.04,8.28,300495888.0,6.81,16.4283,20.299267059622103,208.45446588075572,289.6515341192442,224.41055,273.69545,Industrials,Misc Corporate Leasing Services,1.0,2.0,3.0,2.0,2.0,17.0
248.45,259.12,242.5,257.85,2477139.0,2026-05-22,FSLR,237.647,224.655,206.705,64.81,4.89,6.02,33.08,621761889.0,5.59,12.178235,17.613561910014557,189.4278761799709,259.8821238200291,206.3876475,242.9223525,Technology,Semiconductors,62.0,74.0,74.0,30.0,60.0,314.0
9.13,9.275,8.98,9.08,8279581.0,2026-05-22,FRSH,8.867,8.7825,8.4153,-39.59,-22.06,26.82,7.33,74516229.0,5.18,0.4339899999999999,0.356900030231135,8.06869993953773,9.496300060462271,8.131515,9.433485,Technology,Computer Software: Prepackaged Software,90.0,89.0,32.0,54.0,66.25,341.0
72.4,74.17,71.68,73.99,2236813.0,2026-05-22,FROG,69.181,61.8645,51.8433,73.2,24.88,98.95,63.51,163287349.0,5.72,3.40435,9.98137501075198,41.90174997849604,81.82725002150396,56.757975,66.971025,Technology,Computer Software: Prepackaged Software,12.0,25.0,7.0,5.0,12.25,85.0
49.5,50.5,47.25,47.9,3470623.0,2026-05-22,FPS,45.923,42.8705,36.7802,,,40.35,36.31,170060527.0,8.37,3.444745,3.980893148924995,34.90871370215001,50.83228629784999,37.7033825,48.0376175,Energy,Industrial Machinery/Components,123.0,124.0,15.0,5.0,66.75,132.0
711.91,716.99,695.57,703.86,485013.0,2026-05-22,FN,694.968,678.751,634.1058,203.66,81.77,20.14,-2.27,342419178.0,7.15,46.27475,35.394381489900525,607.9622370201989,749.539762979801,609.3388749999999,748.163125,Utilities,Telecommunications Equipment,8.0,12.0,19.0,28.0,16.75,71.0
16.16,16.445,16.085,16.12,1196777.0,2026-05-22,FLYW,16.11,15.6775,13.7288,52.36,23.05,43.42,18.97,19148432.0,4.56,0.698945,1.3054375148827373,13.066624970234525,18.28837502976548,14.6290825,16.7259175,Real Estate,Real Estate,9.0,16.0,7.0,6.0,9.5,16.0
42.93,50.02,42.93,49.5,8821802.0,2026-05-22,FLY,42.724,38.6532,35.0118,,192.55,139.13,40.91,405802892.0,11.06,3.982535,4.951534657106441,28.75013068578712,48.55626931421288,32.6793975,44.6270025,Industrials,Military/Government/Technical,28.0,4.0,2.0,6.0,10.0,184.0
20.2,22.49,19.9,21.49,10968862.0,2026-05-22,FLNC,20.335,17.942,15.7513,349.58,38.56,30.32,60.61,230346102.0,11.86,2.112075,4.458528905367802,9.024942189264396,26.859057810735607,14.7738875,21.1101125,Miscellaneous,Industrial Machinery/Components,9.0,53.0,25.0,4.0,22.75,14.0
21.99,23.23,21.91,22.76,2377719.0,2026-05-22,FIVN,21.682,21.264,17.6991,-16.05,28.01,27.65,37.52,54687537.0,7.88,1.617775,2.0116330103726945,17.24073397925461,25.28726602074539,18.8373375,23.6906625,Technology,EDP Services,42.0,22.0,27.0,11.0,25.5,153.0
21.87,23.09,21.78,22.71,16884704.0,2026-05-22,FIG,21.753,20.3975,20.6688,,-32.35,-17.21,29.99,371463488.0,6.93,1.387495,2.0779414788373103,16.24161704232538,24.55338295767462,18.3162575,22.478742500000003,Technology,Computer Software: Prepackaged Software,142.0,121.0,137.0,17.0,104.25,443.0
1232.0,1277.23,1225.0,1239.91,303439.0,2026-05-22,FICO,1162.047,1113.735,1080.288,-23.46,-27.94,1.0,23.41,379602189.0,4.99,53.97229,75.40428017307848,962.926439653843,1264.543560346157,1032.776565,1194.693435,Real Estate,Real Estate,68.0,81.0,61.0,5.0,53.75,101.0
60.23,68.64,60.23,68.01,274030.0,2026-05-22,FEIM,60.204,57.664,53.0933,260.41,151.28,31.75,31.96,17537920.0,7.86,4.3174,5.074340403078653,47.51531919384269,67.8126808061573,51.1879,64.1401,Industrials,Electrical Products,6.0,7.0,11.0,8.0,8.0,145.0
25.48,27.33,24.97,25.01,12077060.0,2026-05-22,FCEL,21.306,17.2125,11.4216,345.81,298.25,180.07,123.7,314003560.0,18.97,2.977085,4.969992984216149,7.272514031567701,27.15248596843229,12.746872499999998,21.6781275,Energy,Industrial Machinery/Components,7.0,3.0,1.0,1.0,3.0,5.0
18.54,21.87,16.43,16.56,272708.0,2026-05-22,FBYD,13.5735,13.8375,12.2186,163.69,30.29,232.53,7.74,5181452.0,18.05,2.325725,2.988070359560544,7.861359280878913,19.81364071912109,10.3489125,17.3260875,Consumer Discretionary,Services-Misc. Amusement & Recreation,2.0,10.0,1.0,8.0,5.25,160.0
15.12,15.52,15.12,15.42,621480.0,2026-05-22,FA,15.185,14.477,12.7363,-9.56,20.94,70.01,23.76,9322200.0,5.17,0.729805,1.2760304401582463,11.924939119683508,17.029060880316493,13.3822925,15.5717075,Technology,EDP Services,35.0,25.0,10.0,16.0,21.5,134.0
13.79,14.95,13.77,14.93,109712162.0,2026-05-22,F,13.502,12.7765,12.332,46.8,20.31,5.14,20.6,1535970268.0,4.7,0.59284,0.9487569429743888,10.878986114051225,14.674013885948778,11.88724,13.66576,Industrials,Auto Manufacturing,3.0,4.0,7.0,2.0,4.0,60.0
24.37,25.84,24.37,25.6,2699159.0,2026-05-22,EXTR,23.946,23.235,19.0734,58.81,51.3,86.32,45.54,67478975.0,5.22,1.12024,1.7282924338323038,19.7784151323354,26.69158486766461,21.55464,24.91536,Telecommunications,Computer Communications Equipment,5.0,5.0,1.0,1.0,3.0,4.0
9.38,10.12,9.28,9.84,3296125.0,2026-05-22,EVC,8.683,7.024,4.7586,392.0,282.88,228.0,162.4,32961250.0,11.66,0.822565,2.265374141284401,2.493251717431197,11.554748282568802,5.7901525,8.2578475,Industrials,Broadcasting,1.0,1.0,1.0,1.0,1.0,1.0
39.6,41.505,39.6,40.85,1063125.0,2026-05-22,ETOR,40.126,38.865,35.0828,-36.64,11.61,32.89,11.55,43588125.0,4.32,1.6298,1.7497864531356453,35.36542709372871,42.36457290627129,36.420300000000005,41.3097,Finance,Investment Bankers/Brokers/Service,46.0,16.0,4.0,7.0,18.25,200.0
35.0,35.0,32.52,32.59,524025.0,2026-05-22,ETON,32.317,30.2565,26.4297,62.3,99.94,78.28,41.57,17816850.0,6.54,1.89518,3.2691545261412776,23.71819094771745,36.79480905228255,27.41373,33.09927,Health Care,Biotechnology: Pharmaceutical Preparations,108.0,20.0,4.0,5.0,34.25,224.0
71.39,74.0,70.768,72.19,273939.0,2026-05-22,ESTA,68.969,69.3225,65.1162,101.14,9.3,-9.39,8.92,19723608.0,6.27,4.1408450000000006,3.0678895111506765,63.186720977698656,75.45827902230135,63.11123250000001,75.53376750000001,Health Care,Industrial Specialties,2.0,15.0,13.0,5.0,8.75,87.0
8.515,8.6358,7.985,8.06,24593893.0,2026-05-22,EOSE,7.8235,7.3312,6.4188,34.45,-37.42,-29.79,5.08,196751144.0,10.78,0.76102,0.8205099104568234,5.690180179086353,8.972219820913647,6.18967,8.47273,Miscellaneous,Industrial Machinery/Components,53.0,121.0,115.0,37.0,81.5,21.0
62.39,64.94,60.26,64.03,10996350.0,2026-05-22,ENPH,51.869,43.246,39.3435,64.35,145.14,28.73,79.0,692770050.0,10.93,4.577205,10.865950390772802,21.5140992184544,64.9779007815456,36.3801925,50.111807500000005,Technology,Semiconductors,65.0,36.0,57.0,8.0,41.5,234.0
10.42,11.07,10.35,10.88,331613.0,2026-05-22,ELVA,10.257,10.0525,9.0964,240.0,152.44,36.0,11.7,3647743.0,7.61,0.7339600000000001,0.6663006670770145,8.719898665845971,11.38510133415403,8.95156,11.15344,,,,,,,,
88.96,90.57,86.0,88.32,8107758.0,2026-05-22,EL,80.862,81.1255,77.9332,33.27,1.97,-23.39,13.49,713482704.0,4.14,3.2923,3.701256507842202,73.7229869843156,88.52801301568441,76.18705,86.06395,Consumer Discretionary,Package Goods/Cosmetics,2.0,9.0,12.0,1.0,6.0,190.0
160.0,165.7,157.1494,158.46,2271449.0,2026-05-22,DOCN,156.089,142.553,108.3724,460.52,266.98,152.57,66.43,365703289.0,7.84,10.680515,25.7678696503182,91.0172606993636,194.0887393006364,126.5322275,158.5737725,Technology,Computer Software: Programming Data Processing,1.0,2.0,2.0,2.0,1.75,6.0
30.62,31.48,30.15,30.37,253739.0,2026-05-22,DIN,29.945,28.8405,27.9654,24.26,16.63,-0.88,7.28,7865909.0,5.85,1.629195,1.3160246158312838,26.208450768337432,31.472549231662565,26.3967075,31.2842925,Consumer Discretionary,Restaurants,3.0,13.0,16.0,8.0,10.0,310.0
7.7,8.2997,7.4101,7.94,14858504.0,2026-05-22,DGXX,7.747,6.3225,4.0874,479.56,148.9,206.56,134.22,118868032.0,15.42,0.925225,1.859960030696752,2.602579938606496,10.042420061393504,4.9346625,7.7103375,Finance,Finance: Consumer Services,5.0,2.0,1.0,1.0,2.25,11.0
64.92,66.87,64.88,66.16,366185.0,2026-05-22,DGII,63.356,61.068,55.6638,101.09,73.15,36.41,16.77,24168210.0,4.72,2.8429200000000003,3.630108886289176,53.80778222742165,68.32821777257836,56.80362,65.33238,Telecommunications,Computer Communications Equipment,1.0,3.0,5.0,4.0,3.25,6.0
22.85,23.1,22.34,22.5,1277769.0,2026-05-22,DFTX,21.468,21.712,20.9496,214.69,106.8,28.94,0.09,29388687.0,5.35,1.11948,0.9191220066768836,19.87375598664623,23.55024401335377,20.03278,23.39122,Health Care, Medicinal Chemicals and Botanical Products ,1.0,2.0,1.0,5.0,2.25,16.0
268.1,298.32,265.21,295.19,15291495.0,2026-05-22,DELL,248.97,236.247,203.1216,159.46,151.44,146.44,36.61,4312201590.0,5.78,13.38844,22.16257160168912,191.9218567966218,280.57214320337823,216.16434,256.32966,Technology,Computer Manufacturing,2.0,2.0,1.0,2.0,1.75,6.0
220.948,224.7693,218.72,222.32,4871732.0,2026-05-22,DDOG,211.068,183.8135,146.832,91.16,39.32,112.89,71.7,1081524504.0,5.09,8.95288,34.59021922527596,114.63306154944809,252.99393845055192,170.38418,197.24282,Technology,Computer Software: Prepackaged Software,9.0,20.0,5.0,4.0,9.5,65.0
3.0,3.2184,2.98,3.15,4542925.0,2026-05-22,DDD,3.001,2.702,2.3222,100.64,68.45,55.17,39.38,13628775.0,8.16,0.210135,0.3486304029982766,2.004739194003447,3.399260805996553,2.3867975,3.0172025,Technology,Computer Software: Prepackaged Software,8.0,9.0,13.0,8.0,9.5,65.0
6.25,6.465,6.24,6.39,3716359.0,2026-05-22,DCH,6.261,6.0505,5.9014,43.6,9.61,-8.45,7.58,22298154.0,6.26,0.3684599999999999,0.4559140616157296,5.138671876768541,6.96232812323146,5.49781,6.603190000000001,Consumer Discretionary,Auto Parts:O.E.M.,8.0,16.0,17.0,7.0,12.0,378.0
6.96,7.17,6.927,7.1,351401.0,2026-05-22,DBI,6.543,6.8665,6.5936,98.32,111.31,-3.79,-12.45,2459807.0,6.19,0.40575,0.4524701211420526,5.961559757715895,7.771440242284106,6.257875,7.475125,Consumer Discretionary,Clothing/Shoe/Accessory Stores,2.0,1.0,6.0,15.0,6.0,190.0
10.76,13.1,9.9,12.96,242357.0,2026-05-22,DAO,12.133,11.855,10.8288,44.32,44.64,26.32,18.36,2908284.0,10.8,1.180275,0.5451750081154301,10.76464998376914,12.94535001623086,10.0845875,13.6254125,Real Estate,Other Consumer Services,5.0,6.0,5.0,5.0,5.25,9.0
14.25,14.28,13.79,14.0,451752.0,2026-05-22,CYRX,13.551,12.532,10.5168,137.29,67.26,69.29,32.2,6324528.0,5.53,0.662195,1.506786751929245,9.51842649614151,15.54557350385849,11.5387075,13.5252925,Health Care,Biotechnology: Pharmaceutical Preparations,65.0,34.0,7.0,9.0,28.75,203.0
55.66,59.4,55.57,57.35,395917.0,2026-05-22,CYD,52.375,47.294,43.5422,227.53,71.19,19.5,35.77,22567269.0,5.52,2.53754,5.934161937016477,35.425676125967044,59.16232387403295,43.48769,51.10030999999999,Industrials,Industrial Machinery/Components,14.0,32.0,43.0,9.0,24.5,311.0
21.04,21.63,21.02,21.5,661179.0,2026-05-22,CXW,20.935,20.7135,20.2744,-1.78,28.67,30.54,4.83,13884759.0,4.14,0.836,0.6294464987087068,19.454607002582588,21.97239299741741,19.4595,21.9675,Real Estate,Real Estate Investment Trusts,97.0,22.0,6.0,44.0,42.25,72.0
9.62,9.88,9.55,9.61,367820.0,2026-05-22,CXDO,9.5805,8.9037,7.3971,76.01,64.84,69.19,40.91,3678200.0,7.02,0.59134,1.1514691702342537,6.600761659531493,11.206638340468508,8.01669,9.79071,Telecommunications,Telecommunications Equipment,18.0,14.0,5.0,1.0,9.5,21.0
106.52,109.385,105.865,107.25,490416.0,2026-05-22,CVLT,103.969,102.7792,91.7769,-39.34,-8.87,21.2,14.19,52964928.0,4.23,4.224805000000001,2.5856029913655427,97.60799401726892,107.95040598273108,96.4419925,109.1164075,Technology,Computer Software: Prepackaged Software,92.0,58.0,39.0,38.0,56.75,301.0
14.35,14.945,13.815,13.86,220306.0,2026-05-22,CTNM,13.735,13.712,13.2529,307.65,13.42,-12.99,11.68,3084284.0,7.13,0.934845,0.7936763227305427,12.124647354538917,15.299352645461084,12.3097325,15.1142675,Health Care,Biotechnology: Pharmaceutical Preparations,29.0,103.0,162.0,34.0,82.0,344.0
32.03,33.538,31.86,33.24,3138750.0,2026-05-22,CSTM,32.622,32.545,29.454,171.79,119.55,34.3,5.93,103578750.0,4.37,1.3810749999999998,1.0605435547768924,30.423912890446218,34.666087109553786,30.4733875,34.6166125,Industrials,Metal Fabrications,3.0,2.0,5.0,8.0,4.5,69.0
17.77,19.135,17.65,18.88,3248042.0,2026-05-22,CSIQ,17.9925,17.4328,15.2608,85.83,-11.9,-11.65,33.71,58464756.0,9.16,1.49734,1.659396271793553,14.114007456412894,20.75159254358711,15.18679,19.67881,Technology,Semiconductors,53.0,79.0,77.0,31.0,60.0,314.0
650.5,674.84,649.6,663.46,2781663.0,2026-05-22,CRWD,612.852,546.3435,466.9564,41.51,32.35,89.42,48.05,1841460906.0,4.2,22.379745,77.33215374535138,391.6791925092972,701.0078074907027,512.7738824999999,579.9131175,Technology,Computer Software: Prepackaged Software,17.0,22.0,8.0,6.0,13.25,95.0
7.075,7.775,7.0,7.7,2163320.0,2026-05-22,CRSR,7.103,7.122,6.3518,-14.16,42.86,41.28,17.02,15143240.0,5.53,0.383805,0.3858224298410413,6.350355140317917,7.893644859682083,6.5462925,7.6977075,Technology,Computer peripheral equipment,7.0,3.0,4.0,5.0,4.75,32.0
442.86,442.86,431.13,434.12,545513.0,2026-05-22,CRS,424.291,428.401,416.477,83.82,42.15,10.61,1.55,238389181.0,4.64,19.32528,13.988335704778224,400.4243285904436,456.37767140955646,399.41308,457.38892,Industrials,Steel/Iron Ore,7.0,8.0,7.0,14.0,9.0,169.0
109.0,110.65,108.18,110.44,1150857.0,2026-05-22,CROX,101.567,102.1245,95.7076,3.33,40.67,14.22,7.94,125443413.0,4.08,4.055475,4.225680231756023,93.67313953648797,110.57586046351204,96.0412875,108.2077125,Consumer Discretionary,Shoe Manufacturing,2.0,1.0,1.0,3.0,1.75,24.0
9.76,12.0,9.76,10.98,4580869.0,2026-05-22,CRNC,9.913,9.7935,8.4296,29.94,8.71,47.78,25.63,50389559.0,8.32,0.7884550000000001,0.6335698773408288,8.526360245318342,11.060639754681658,8.6108175,10.9761825,Technology,Computer Software: Prepackaged Software,23.0,29.0,24.0,26.0,25.5,153.0
37.48,37.99,36.81,37.23,823821.0,2026-05-22,CRI,35.466,35.3035,35.6984,11.13,26.63,-12.17,0.08,30481377.0,5.35,1.841475,1.7668594648191187,31.769781070361763,38.83721892963824,32.5412875,38.0657125,Consumer Discretionary,Apparel,6.0,5.0,10.0,4.0,6.25,201.0
196.85,218.95,195.47,218.41,8538584.0,2026-05-22,CRDO,185.807,185.8542,151.3505,248.29,62.11,80.76,11.98,1767486888.0,9.15,16.02241,14.868263204681169,156.11767359063765,215.5907264093624,161.820585,209.887815,Technology,Semiconductors,29.0,64.0,31.0,53.0,44.25,248.0
137.73,140.0,135.84,137.0,282261.0,2026-05-22,CPA,130.709,123.787,119.2094,25.06,21.12,-5.77,16.15,38952018.0,4.12,5.02975,9.70252604113721,104.38194791772558,143.19205208227442,116.242375,131.331625,Consumer Discretionary,Air Freight/Delivery Services,8.0,7.0,6.0,3.0,6.0,190.0
25.025,25.63,24.415,25.26,11584769.0,2026-05-22,CORZ,24.049,22.8285,19.756,134.32,66.62,41.35,20.98,289619225.0,6.09,1.33665,1.803220145943767,19.222059708112464,26.43494029188753,20.823525,24.833475,Finance,Finance: Consumer Services,11.0,11.0,18.0,16.0,14.0,161.0
60.0,60.95,59.54,60.22,536139.0,2026-05-22,CORT,57.491,53.7835,45.9054,-22.45,-19.76,65.08,30.74,32168340.0,4.41,2.291675,4.568888238602363,44.64572352279527,62.92127647720472,50.34598749999999,57.2210125,Health Care,Biotechnology: Pharmaceutical Preparations,198.0,193.0,12.0,10.0,103.25,375.0
8.5,8.735,8.38,8.4,8177412.0,2026-05-22,COMP,8.128,8.0765,7.7926,44.33,-8.5,-10.92,7.01,73596708.0,6.05,0.476535,0.57727376521023,6.921952469579539,9.23104753042046,7.361697499999999,8.791302499999999,Technology,EDP Services,13.0,41.0,65.0,33.0,38.0,217.0
14.53,14.93,14.485,14.81,3712539.0,2026-05-22,COLD,14.516,13.7555,12.6164,-9.2,46.34,13.23,15.43,55688085.0,4.04,0.53915,1.1838895529923006,11.387720894015398,16.1232791059846,12.946775,14.564225,Real Estate,Real Estate Investment Trusts,118.0,12.0,29.0,7.0,41.5,69.0
